name,park_name,city_name,state_name,country_name,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews,species_count,bio_category_count,abundance_total,conservation_total,features_list,activities_list,principal component 1,principal component 2,principal component 3,principal component 4,Class
Look Rock Tower,Great Smoky Mountains National Park,Maryville,Tennessee,United States,5.1332,965.604,14.9352,1,out and back,2.0,4.5,8,6100,13,4255,110,17,27,2.437186134136107,0.8505948780787724,-2.5059651216507275,0.9667933262328146,0
Abrams Creek Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,5.1292,14966.862,113.9952,3,loop,2.0,4.0,4,6100,13,4255,110,58,65,2.8151961849366747,0.8460539917901525,-0.6921035632910345,-0.6535141045053426,0
Gabes Mountain Trail to Greenbrier Creek,Great Smoky Mountains National Park,Cosby,Tennessee,United States,5.1232,13518.456,503.8344,3,out and back,1.0,4.0,11,6100,13,4255,110,58,65,2.8771072927301864,0.7138942654354523,-0.4831214075091761,-0.5827423515940002,0
Laurel Creek Loop Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,5.1085,16254.334,719.9376,3,loop,2.0,4.0,8,6100,13,4255,110,67,85,2.9856790293485242,0.7582753157746998,0.09010207195531214,-1.2567102180341392,0
Maddron Bald,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,5.0638,22208.892,1078.992,5,out and back,2.0,4.0,13,6100,13,4255,110,67,37,3.109538537182242,0.04176865317439654,0.22778030694743215,0.38040870812239813,0
Snake Den Ridge Trail,Great Smoky Mountains National Park,Cosby,Tennessee,United States,5.0076,17059.004,1063.752,5,out and back,2.0,4.0,16,6100,13,4255,110,56,57,3.1368645974871514,0.07533633981093496,0.1993916383995158,0.09387614245728816,0
Bradley Fork Trail,Great Smoky Mountains National Park,Cosby,Tennessee,United States,4.8168,13357.522,260.9088,1,out and back,2.0,4.0,18,6100,13,4255,110,58,59,2.662480980615457,1.089131085306488,-1.1359950005227404,-0.7962114976227178,0
"Middle Prong, Lynn Camp, Miry Ridge-Panther Creek Loop",Great Smoky Mountains National Park,Townsend,Tennessee,United States,4.7843,23013.562,860.7552,3,loop,2.0,4.5,14,6100,13,4255,110,20,65,2.9916026441759334,0.04696079511226642,-0.6813836566675646,0.41459957361763694,0
Russell Field Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,4.7673,18507.41,791.8704,3,loop,1.0,4.5,7,6100,13,4255,110,58,89,2.9921544112897815,0.6749003595033741,0.14571327948504398,-1.0378424843724556,0
Appalachian Trail and Chestnut Branch Trail Loop,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,4.6715,8529.502,416.9664,3,loop,2.0,4.0,11,6100,13,4255,110,63,80,2.874850614548359,0.9168174060980092,-0.3591134245049371,-1.1083957984873867,0
Cataract Falls ADA Route,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,4.6261,1126.538,7.9248,1,out and back,2.0,4.0,13,6100,13,4255,110,56,37,2.4862924688774255,1.2435325316398405,-1.8181439874457834,-0.25578940647109266,0
Walker Sisters Home via Little Greenbrier Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,4.5745,7885.766,235.9152,1,out and back,1.0,4.5,12,6100,13,4255,110,66,43,2.5365928716146717,1.2790664055312662,-1.2348443773055873,-0.4529580880804817,0
Pine Mountain Loop Trail,Great Smoky Mountains National Park,Tallassee,Tennessee,United States,4.2868,12874.72,429.768,3,loop,1.0,3.5,7,6100,13,4255,110,67,80,2.9562834117365404,0.76633814964696,-0.32343591627613,-1.3335279469840369,0
"Abram Falls, Hatcher Mountain, Copper Road and Wet Bottom Loop",Great Smoky Mountains National Park,Townsend,Tennessee,United States,4.2724,20760.486,642.8232,3,loop,2.0,4.0,9,6100,13,4255,110,97,42,2.8727786336082985,0.8666123068590518,0.05996797501303147,-0.8178048245903472,0
Abrams Falls Via Cooper Road and Little Bottoms Trails,Great Smoky Mountains National Park,Tallassee,Tennessee,United States,4.2384,15932.466,436.7784,3,out and back,1.0,4.5,9,6100,13,4255,110,24,58,2.856958128828758,0.31048619308930825,-1.0938203042317522,0.40988421262505004,0
Pine Oak Nature Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,4.1623,1287.472,61.8744,1,loop,2.0,3.5,11,6100,13,4255,110,66,76,2.6519834396429265,1.3629199521462156,-1.2323806841106992,-1.609664542231851,0
Little Mountain via Little Greenbrier Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,4.16,6276.426,195.9864,3,out and back,1.0,4.5,11,6100,13,4255,110,58,10,2.594299249118888,0.7739580950598081,-1.4243268462056753,0.8751241365578027,0
Chestnut Top Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,4.1033,13679.39,507.7968,5,out and back,1.0,4.0,14,6100,13,4255,110,56,41,2.982503544655743,0.244439504356941,-0.4170878780028216,0.38319987265273997,0
John Oliver Cabin Access,Great Smoky Mountains National Park,Townsend,Tennessee,United States,4.0602,804.67,11.8872,1,loop,,4.5,16,6100,13,4255,110,27,21,2.4257181616784775,0.9049728293836156,-2.4439050027853697,0.8882574573665422,0
Lumber Ridge to Middle Prong Loop,Great Smoky Mountains National Park,Townsend,Tennessee,United States,4.0378,32186.8,1166.7744,3,loop,1.0,4.0,7,6100,13,4255,110,32,26,3.055202063617051,-0.390337246322616,-0.7720746992011114,1.0590627788475548,0
Lynn Camp Prong Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,3.9229,29611.856,1155.8016,3,out and back,1.0,4.0,7,6100,13,4255,110,51,41,3.065876041556998,-0.06783148472311852,-0.3111450362763634,0.26137892143063673,0
Cooper Road and Rabbit Creek Loop Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,3.8995,25105.704,901.9032,5,loop,2.0,3.5,9,6100,13,4255,110,67,47,3.189670737462008,-0.06006233026805677,0.15906187057468552,-0.07275253656875365,0
Crib Gap Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,3.8034,6276.426,225.8568,3,out and back,2.0,3.5,12,6100,13,4255,110,68,68,2.848166193629003,0.8993784786914353,-0.6987410022734091,-1.0924689611098137,0
Rich Mountain to Indian Grave Gap,Great Smoky Mountains National Park,Townsend,Tennessee,United States,3.7673,6759.228,465.7344,3,point to point,1.0,4.0,15,6100,13,4255,110,42,27,2.758055233923976,0.4149173352594729,-1.4217867489155456,0.6856472069814842,0
Gold Mine & Cane Creek Trails,Great Smoky Mountains National Park,Tallassee,Tennessee,United States,3.766,11587.248,299.9232,3,out and back,,3.0,13,6100,13,4255,110,41,69,2.964116683129683,0.37411101253201107,-1.108323378424512,-0.6556311509915644,0
Newfound Gap to Grassy Patch,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,3.748,22047.958,815.9496,5,point to point,2.0,5.0,8,6100,13,4255,110,42,42,3.025540609521622,-0.020469713372795753,-0.16007633986323308,0.9500919696070621,0
Rabbit Creek Trail to Abrams Falls Trail Loop,Great Smoky Mountains National Park,Townsend,Tennessee,United States,3.5946,17863.674,555.9552,5,loop,2.0,4.5,6,6100,13,4255,110,67,41,2.9777392579819844,0.33943500568563184,-0.06783600619341112,0.2623973338582525,0
Mount Crammerer to Mount Sterling Rd,Great Smoky Mountains National Park,Cosby,Tennessee,United States,3.4612,15610.598,461.772,3,point to point,2.0,5.0,3,6100,13,4255,110,47,117,2.9755352296283424,0.8478154247860266,0.11265174136983895,-1.498079888081238,0
Crib Gap-Turkeypen Ridge-Schoolhouse Gap,Great Smoky Mountains National Park,Townsend,Tennessee,United States,3.4342,9656.04,260.9088,3,point to point,1.0,4.5,7,6100,13,4255,110,58,27,2.6896260684256137,0.7097387397253081,-1.1471781092547677,0.4228695750613949,0
Cove Mountain Trail to Little Brier Gap,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,3.3824,21404.222,894.8928,3,point to point,2.0,3.5,3,6100,13,4255,110,58,65,3.0831703206857566,0.2065363221934365,-0.2963099573249081,-0.7077354278456564,0
Roundtop Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,3.3694,23657.298,905.8656,3,out and back,2.0,4.5,11,6100,13,4255,110,56,37,2.927810964491455,0.24484682769892616,-0.4423998443270137,0.3303328624129806,0
Balsam Mountain Loop,Great Smoky Mountains National Park,Hartford,Tennessee,United States,3.3184,40394.434,1851.9648,5,loop,,4.5,7,6100,13,4255,110,56,81,3.4885633532231,-0.5436077800397703,1.3697192355189627,-0.3102866899808518,0
Quilliam Cave via Courthouse Rock Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,3.2703,4345.218,353.8728,3,out and back,1.0,4.5,7,6100,13,4255,110,75,10,2.618473180989614,0.8731017425609807,-1.1158794541280599,0.5027903353500286,0
Wet Bottom Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,3.224,2735.878,25.908,3,out and back,1.0,3.5,3,6100,13,4255,110,51,37,2.732051588228347,0.6547515537397116,-1.5938934399745084,-0.0019316857662457975,0
"Schoolhouse Gap Trail, Turkeypen Ridge Trail, and Finley Cane Trail Loop",Great Smoky Mountains National Park,Townsend,Tennessee,United States,3.1884,14805.928,359.9688,3,loop,2.0,3.5,10,6100,13,4255,110,58,21,2.8180910158708192,0.367740624687945,-1.2705791388975574,0.3383308664345513,0
Doe Knob to Spence Field via Appalachian Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,3.1749,50211.408,2283.8664,3,out and back,1.0,4.0,2,6100,13,4255,110,66,111,3.606956610296953,-0.4623459618885179,1.7959798231899566,-1.6883387404610606,0
Low Gap and Gabes Mountain Trail Loop,Great Smoky Mountains National Park,Cosby,Tennessee,United States,3.0831,32347.734,1493.8248,5,loop,2.0,4.0,6,6100,13,4255,110,53,53,3.346246415318646,-0.5291690369605011,0.5163781756195783,0.270413983973951,0
Sutton Ridge Overlook Trail,Great Smoky Mountains National Park,Cosby,Tennessee,United States,3.0479,4828.02,95.7072,3,out and back,,4.5,9,6100,13,4255,110,37,49,2.709560256386106,0.6698065578408926,-1.415635333100455,0.26215568386482624,0
Cades Cove to Ledbetter Ridge,Great Smoky Mountains National Park,Townsend,Tennessee,United States,2.9414,7885.766,326.7456,3,out and back,2.0,4.5,2,6100,13,4255,110,42,91,2.8903086151361275,0.7268605390550522,-0.6270357046746005,-0.8997505970898602,0
Abrams Creek to Cades Cove Loop,Great Smoky Mountains National Park,Tallassee,Tennessee,United States,2.843,25105.704,846.7344,3,loop,3.0,4.5,4,6100,13,4255,110,46,25,2.9140025465867083,0.03301746099100168,-0.8056449376809988,0.8161956201381093,0
Tricorner Knob and Mount Guyot via Snake Den Ridge Trail,Great Smoky Mountains National Park,Cosby,Tennessee,United States,2.8309,31864.932,1571.8536,5,out and back,2.0,5.0,4,6100,13,4255,110,40,63,3.3097310235141335,-0.500308763025921,0.6319402440510474,0.5475701190840333,0
Lynn Camp Prong and Appalachian Trail Loop,Great Smoky Mountains National Park,Townsend,Tennessee,United States,2.681,32669.602,1119.8352,5,loop,1.0,0.0,0,6100,13,4255,110,71,100,3.7679299002425006,-0.7762196692340642,0.439481443306042,-2.4335664133017354,0
"Anthony Creek Trail, Russell Field Trail, Appalachian Trail, and Bote Mountain Trail Loop",Great Smoky Mountains National Park,Townsend,Tennessee,United States,2.6335,23496.364,1108.8624,5,loop,2.0,4.5,4,6100,13,4255,110,40,10,3.0733349127747336,-0.49380370294946074,-0.5501037361304248,1.6939583918718475,0
Newfound Gap Overlook to Campsite 49 via Appalachian Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,2.5765,28968.12,1538.9352,3,out and back,3.0,5.0,2,6100,13,4255,110,51,52,3.1016216659500238,-0.08387692330191057,0.16544253027026692,0.24591609103388512,0
Newfound Gap Loop via Goshen Prong to Sugarland Mountain,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,2.5037,46509.926,2023.872,5,loop,,5.0,2,6100,13,4255,110,22,25,3.4041800546165075,-1.302947008199031,0.3348509181458044,1.9825898684385315,0
Beard Cane Trail,Great Smoky Mountains National Park,Tallassee,Tennessee,United States,2.4985,29772.79,865.9368,5,out and back,2.0,3.5,6,6100,13,4255,110,58,37,3.217953690416034,-0.3523122927642945,-0.12041987184650473,0.3274194327493613,0
Appalachian Trail: Mount Cammerer to Clingmans Dome,Great Smoky Mountains National Park,Cosby,Tennessee,United States,2.4346,56648.768,3081.8328,5,point to point,1.0,5.0,1,6100,13,4255,110,36,63,3.765900356990708,-1.6016511937884494,1.8315956100208326,0.881776185199095,2
Snake Den Ridge Trail to Low Den Gap Trail Loop,Great Smoky Mountains National Park,Cosby,Tennessee,United States,2.4052,42003.774,2182.9776,5,loop,,0.0,0,6100,13,4255,110,30,26,3.8643991002142095,-2.178133877015395,-0.44400355350860005,0.5107623170499818,0
Tremont Thunderhead Prong Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,2.4026,22852.628,1147.8768,5,out and back,1.0,3.5,4,6100,13,4255,110,42,37,3.2447671311847546,-0.576512894932773,-0.3575708410589293,0.6969370389241554,0
Cat Stairs,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,2.3422,11265.38,873.8616,3,loop,2.0,4.0,2,6100,13,4255,110,19,65,3.01953860012589,-0.072362103501443,-1.0959781428262727,0.2001129970457732,0
Mount Guyot via Maddron Bald,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,2.3017,36210.15,1580.9976,5,out and back,1.0,5.0,1,6100,13,4255,110,31,58,3.3428082855851002,-0.7349252381411168,0.4692749055703319,0.8526480071218099,0
Peregrine Peak and Rainbow Falls via Alum Cave Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,2.2862,27519.714,1455.7248,5,out and back,2.0,4.0,1,6100,13,4255,110,32,37,3.298737506249101,-0.817381189912914,-0.18813523430522525,1.0835432059640084,0
Laurel Falls via Little Greenbrier Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,2.2726,20116.75,946.7088,5,out and back,1.0,4.0,4,6100,13,4255,110,70,10,3.05075395946079,-0.13219834298167743,-0.29465360484129727,0.8875761086757621,0
"Trillium Gap, Grotto Falls, Brushy Mountain,  Bull Head Trail Loop",Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,2.2213,26554.11,1279.8552,5,loop,2.0,4.0,2,6100,13,4255,110,60,37,3.238216978173682,-0.39261620957703597,0.17277642832773923,0.4600400271235527,0
"Anthony Creek, Bote Mountain, Eagle Creek, and Lakeshore to Hazel Creek",Great Smoky Mountains National Park,Townsend,Tennessee,United States,2.1976,32025.866,1189.9392,5,point to point,1.0,4.5,3,6100,13,4255,110,35,63,3.2985301698783833,-0.5326296749067446,0.21141039601353837,0.44379307248015964,0
Hannah Mountain Trail,Great Smoky Mountains National Park,Tallassee,Tennessee,United States,2.1837,29129.054,886.968,3,out and back,1.0,3.0,4,6100,13,4255,110,58,80,3.236778396259185,-0.009751366144282384,-0.11587869545360291,-1.250194093356173,0
Elkmont to Fontana Lake,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,2.1692,65178.27,2167.7376,5,point to point,1.0,5.0,2,6100,13,4255,110,59,53,3.6015375545102617,-1.1051076708538556,1.711848322126019,0.5108765926886255,0
Anthony Creek and Middle Prong Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,1.8614,30416.526,1458.7728,5,point to point,2.0,5.0,1,6100,13,4255,110,56,52,3.256099100809014,-0.34785442860351734,0.6352120671292298,0.43675603963097215,0
Mount Collins via Little River Trail and Sugarland Mountain Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,1.7446,39267.896,1383.792,5,out and back,2.0,4.0,1,6100,13,4255,110,39,25,3.3289095925442957,-0.9544248522257127,-0.08185831803806998,1.2296700972320866,0
Cucumber Gap and Huskey Branch Falls via Jake's Creek Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,1.6799,9816.974,365.76,3,out and back,,5.0,1,6100,13,4255,110,41,38,2.743172420571287,0.4766483109802277,-1.2175571208751588,0.5823488872058196,0
Mt. Cammerer Backpacking Loop,Great Smoky Mountains National Park,Cosby,Tennessee,United States,1.4767,52625.418,2133.9048,5,loop,1.0,4.0,1,6100,13,4255,110,97,53,3.593436696794976,-0.6881115160590588,1.9133448346387116,-0.5968368224619015,0
Turkeypen Ridge Trail to White Oak Sinks,Great Smoky Mountains National Park,Townsend,Tennessee,United States,1.4389,15127.796,373.9896,3,loop,,5.0,2,6100,13,4255,110,31,21,2.742295904292846,0.1960635118340938,-1.5167079267265533,1.233917907746987,0
Gold Mine Trail,Great Smoky Mountains National Park,Tallassee,Tennessee,United States,1.4008,3218.68,123.7488,1,out and back,1.0,3.0,2,6100,13,4255,110,35,37,2.6936055892253825,0.4963148800570422,-2.401452851205105,-0.16471705003441883,0
"Anthony Creek, Bote Mountain and Crib Gap Loop",Great Smoky Mountains National Park,Townsend,Tennessee,United States,1.375,21404.222,884.8344,3,loop,,4.0,1,6100,13,4255,110,28,25,2.986045553061697,-0.33736250626550573,-1.3086995958869667,1.02076701092503,0
Crooked Arm Scott Mountain Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,1.354,18990.212,1011.936,5,out and back,2.0,2.5,4,6100,13,4255,110,58,37,3.292892311029494,-0.5246417089678174,-0.4544642451143513,0.04111924442879475,0
Wind Canyon Trail,Theodore Roosevelt National Park,Fairfield,North Dakota,United States,10.4755,804.67,16.764,1,loop,,4.5,90,1152,13,1012,53,37,37,-1.5573987153681286,0.5375144311204844,-1.2432112389975591,-0.028153865760115557,1
Caprock Coulee Loop,Theodore Roosevelt National Park,Watford City,North Dakota,United States,10.4163,6115.492,159.7152,3,loop,1.0,4.5,87,1152,13,1012,53,48,10,-1.4247771948599008,0.11918784824711876,-0.7982191909260827,0.7867664270538264,1
Painted Canyon Nature Trail,Theodore Roosevelt National Park,Fairfield,North Dakota,United States,10.2914,1770.274,78.9432,1,loop,,4.0,79,1152,13,1012,53,40,21,-1.5293236176141356,0.33441298165880995,-1.460401102860595,0.1782292525233552,1
Petrified Forest Trail,Theodore Roosevelt National Park,Fairfield,North Dakota,United States,9.4025,16415.268,253.8984,3,loop,2.0,4.0,74,1152,13,1012,53,32,27,-1.2123826815213958,-0.3863419995577667,-0.7781687929201198,0.5343683826001784,1
Maah Daah Hey Trail,Theodore Roosevelt National Park,Amidon,North Dakota,United States,8.3048,229009.082,4614.9768,5,point to point,1.0,4.5,36,1152,13,1012,53,60,108,1.2894499685115353,-5.101092633272406,7.283885404397881,-0.8440595608817603,2
Lower Paddock Creek Trail,Theodore Roosevelt National Park,Fairfield,North Dakota,United States,7.0853,11587.248,127.7112,3,out and back,1.0,4.5,37,1152,13,1012,53,32,42,-1.206183575869436,-0.3365931146741663,-0.7932469062453069,0.11980838337057802,1
Buck Hill Trail,Theodore Roosevelt National Park,Belfield,North Dakota,United States,6.9093,643.736,16.764,3,out and back,2.0,4.5,40,1152,13,1012,53,75,21,-1.3836807254298449,0.300389121093566,-0.576720528161771,-0.28339235617282826,1
Ridgeline Nature Trail,Theodore Roosevelt National Park,Fairfield,North Dakota,United States,6.7009,1126.538,33.8328,3,out and back,1.0,4.0,27,1152,13,1012,53,40,10,-1.3232058560321696,-0.3175765280591123,-1.4185649919348218,0.589286914798357,1
Coal Vein Trail,Theodore Roosevelt National Park,Fairfield,North Dakota,United States,6.2267,965.604,4.8768,1,loop,1.0,4.0,36,1152,13,1012,53,54,48,-1.3852337592840123,0.30108191308658944,-1.1539652265999256,-1.0220799874697557,1
Buckhorn Trail,Theodore Roosevelt National Park,Watford City,North Dakota,United States,6.1709,19633.948,324.9168,5,loop,1.0,4.5,30,1152,13,1012,53,67,54,-0.9399952761698452,-0.43827510217681764,0.5968514119600777,-0.599621699425296,1
Jones Creek Trail,Theodore Roosevelt National Park,Fairfield,North Dakota,United States,6.03,11104.446,130.7592,3,out and back,,4.5,32,1152,13,1012,53,20,10,-1.2648434074635981,-0.6776643699926452,-1.4590001260703793,1.1573007566363176,1
Boicourt Overlook Trail,Theodore Roosevelt National Park,Belfield,North Dakota,United States,5.7374,1287.472,18.8976,1,out and back,1.0,4.5,26,1152,13,1012,53,28,37,-1.421554496750715,-0.02293941871773273,-1.6652063573849756,-0.08695146677849802,1
Achenbach and North Achenbach Trail Loop,Theodore Roosevelt National Park,Watford City,North Dakota,United States,5.5844,29289.988,718.7184,5,loop,1.0,4.5,13,1152,13,1012,53,57,52,-0.7810206503601972,-0.9566328769178826,0.7424364763520206,-0.30849822572114416,1
Old East Entrance Station Trail,Theodore Roosevelt National Park,Belfield,North Dakota,United States,5.2518,1448.406,7.9248,1,out and back,1.0,4.0,20,1152,13,1012,53,73,21,-1.4420988240524588,0.3146914530172012,-1.2232366801758876,-0.785694176006745,1
Painted Canyon Trail,Theodore Roosevelt National Park,Belfield,North Dakota,United States,4.57,6920.162,134.7216,3,out and back,1.0,4.0,21,1152,13,1012,53,12,26,-1.161240225989963,-0.8621181712032457,-1.627559633251222,0.7190452263510283,1
The Big Plateau Trail,Theodore Roosevelt National Park,Medora,North Dakota,United States,3.6341,9334.172,155.7528,3,out and back,1.0,4.5,8,1152,13,1012,53,32,48,-1.1180297742894318,-0.5725706174167178,-0.9145629412923493,-0.18671179931825238,1
Lone Tree Spring Trail,Theodore Roosevelt National Park,Medora,North Dakota,United States,3.4092,15449.664,193.8528,3,loop,2.0,5.0,5,1152,13,1012,53,20,48,-1.1037244113368136,-0.7473562226780697,-0.9131606920618665,0.19835202113431036,1
Achenbach/Bison Trail Loop,Theodore Roosevelt National Park,Grassy Butte,North Dakota,United States,3.2721,21887.024,483.7176,5,loop,1.0,3.5,3,1152,13,1012,53,57,104,-0.5907387730216843,-0.8963138532619307,0.851821553283431,-2.0380336907168375,1
East River Road to Scenic Loop Drive,Theodore Roosevelt National Park,Medora,North Dakota,United States,2.9931,56005.032,879.9576,1,loop,2.0,4.5,3,1152,13,1012,53,75,125,-0.6494439847017852,-0.5107819936959402,1.5444344009640394,-3.2718263135175456,2
Peaceful Valley Ranch Trails,Theodore Roosevelt National Park,Medora,North Dakota,United States,2.8646,3057.746,2.7432,3,loop,2.0,3.0,8,1152,13,1012,53,20,48,-1.0261579577466795,-0.8923712533536174,-1.624474261162936,-0.3740420080861116,1
Upper Talkinton Loop Trail,Theodore Roosevelt National Park,Medora,North Dakota,United States,2.8597,16093.4,252.984,3,loop,2.0,4.0,4,1152,13,1012,53,46,48,-1.0060135591053059,-0.6990943047116763,-0.633000329453263,-0.6200269661847656,1
Ekblom and Maah Daah Hey Trail,Theodore Roosevelt National Park,Medora,North Dakota,United States,2.6486,24783.836,368.808,3,out and back,2.0,4.5,2,1152,13,1012,53,20,48,-0.9511457878149102,-1.109849356886492,-0.7805833322120103,0.07953416378198688,1
Upper Paddock Creek Trail,Theodore Roosevelt National Park,Fairfield,North Dakota,United States,2.2356,24783.836,357.8352,3,out and back,,3.0,4,1152,13,1012,53,9,21,-0.8753216895102361,-1.6520664425786193,-1.6112065044206259,0.6098492938637288,1
Ledges Trail,Cuyahoga Valley National Park,Hudson,Ohio,United States,29.5094,4184.284,46.9392,3,loop,3.0,4.5,709,1906,11,918,54,94,43,-2.170091582430956,3.5220013021102736,2.0040694836322546,0.6174346437997991,3
Brandywine Gorge Trail,Cuyahoga Valley National Park,Northfield,Ohio,United States,26.9381,2735.878,65.8368,3,loop,3.0,4.5,542,1906,11,918,54,127,49,-2.0310429819527354,3.3866204887777065,2.2773816287571087,-0.5885795062364861,3
Stanford House to Brandywine Falls Trail,Cuyahoga Valley National Park,Northfield,Ohio,United States,21.6423,6115.492,162.7632,3,loop,3.0,4.5,300,1906,11,918,54,110,54,-1.7154159443715957,2.193965041181744,1.591554261038688,-0.8961547523920977,3
Blue Hen Falls Trail,Cuyahoga Valley National Park,Brecksville,Ohio,United States,21.3001,804.67,23.7744,3,out and back,2.0,4.0,328,1906,11,918,54,44,27,-1.7649100208354658,1.3872007075583326,-0.11423422535211576,1.0779231790779935,1
Salt Run Trail,Cuyahoga Valley National Park,Peninsula,Ohio,United States,18.232,6759.228,123.7488,3,loop,2.0,4.5,282,1906,11,918,54,44,54,-1.5966370235247112,1.1603292898262672,0.29443614797922263,0.364911492266865,1
Plateau Trail,Cuyahoga Valley National Park,Peninsula,Ohio,United States,17.5775,7081.096,96.9264,3,loop,2.0,4.5,301,1906,11,918,54,70,65,-1.5898949962637885,1.5294790226808628,0.8734404252929013,-0.4630619784215575,3
Pine Grove Trail and Ledges Trail Loop from Kendall Lake,Cuyahoga Valley National Park,Peninsula,Ohio,United States,15.0255,6115.492,98.7552,3,loop,3.0,4.5,158,1906,11,918,54,69,65,-1.4575740160086283,1.0238635000065428,0.5249245796066444,-0.7551897360407601,1
Buckeye Trail to Valley Bridle Trail Loop,Cuyahoga Valley National Park,Peninsula,Ohio,United States,13.1825,5471.756,119.7864,3,loop,3.0,4.5,150,1906,11,918,54,69,65,-1.4194248869074122,0.8927632483947695,0.44395743481310135,-0.8225616982789641,1
Wetmore Bridle Trail,Cuyahoga Valley National Park,Cuyahoga Falls,Ohio,United States,12.9316,7563.898,169.7736,3,loop,2.0,4.5,166,1906,11,918,54,69,68,-1.394447329588479,0.8764499455307332,0.5614474190383727,-0.8710264957543984,1
Ohio and Erie Canal Towpath Trail: Brecksville Station,Cuyahoga Valley National Park,Brecksville,Ohio,United States,12.7516,7081.096,20.7264,1,out and back,3.0,4.5,97,1906,11,918,54,67,54,-1.5668835350179227,0.9800931259999965,-0.2907951803551234,-0.9421458995941943,1
Buckeye Trail: Blue Hen to Jaite,Cuyahoga Valley National Park,Brecksville,Ohio,United States,12.2555,12391.918,304.8,3,out and back,1.0,4.5,105,1906,11,918,54,42,65,-1.2752836564775547,0.22034283401572238,0.1020145202340451,-0.3143423111412913,1
Buckeye Trail: Jaite to Brecksville Station,Cuyahoga Valley National Park,Brecksville,Ohio,United States,10.8471,12070.05,203.9112,3,point to point,2.0,4.5,75,1906,11,918,54,83,49,-1.3270302815347927,0.5374206234327586,0.43766474382249304,-0.8816001913367721,1
Boston Run Trail,Cuyahoga Valley National Park,Peninsula,Ohio,United States,10.5799,4988.954,70.7136,3,loop,3.0,4.0,134,1906,11,918,54,52,89,-1.2509612675030366,0.519727171390574,0.20494302894804395,-1.3230262229330003,1
Kendall Lake Loop,Cuyahoga Valley National Park,Peninsula,Ohio,United States,10.4444,1609.34,17.9832,1,loop,3.0,4.0,101,1906,11,918,54,22,69,-1.4417521728100837,0.3560218600565633,-1.1399027759418359,-0.5734147860500131,1
Pine Grove Trail,Cuyahoga Valley National Park,Peninsula,Ohio,United States,9.7454,3218.68,27.7368,1,loop,2.0,4.0,76,1906,11,918,54,41,65,-1.4267282911436527,0.43593612701972595,-0.897398417584199,-0.9327923210270636,1
Buckeye Trail and Ohio & Erie Canal Towpath Loop,Cuyahoga Valley National Park,Peninsula,Ohio,United States,9.3625,5793.624,101.8032,3,loop,3.0,4.0,50,1906,11,918,54,50,69,-1.2175759323792221,0.11039164121321807,-0.2266512799945661,-0.9348875264006784,1
Oak Hill Trail,Cuyahoga Valley National Park,Peninsula,Ohio,United States,8.8946,2253.076,28.956,1,loop,1.0,4.0,56,1906,11,918,54,57,58,-1.435642516671898,0.5125642799760882,-0.7912369648450092,-1.1521659999918652,1
Ledges Trail and Pine Grove Trail Loop,Cuyahoga Valley National Park,Peninsula,Ohio,United States,8.8828,5793.624,83.82,3,loop,3.0,4.5,59,1906,11,918,54,62,26,-1.3905007321871212,0.18064335488582994,-0.48846654207032697,0.04311197651363166,1
